Date,Account,Category,Subcategory,Note,INR,Income/Expense,Note2,Amount,Currency,Account2
11/17/2022 12:07,CUB - online payment,Food,Parotta,,304.18,Expense,,304.18,INR,
11/06/2022 08:41,CUB - online payment,Social Life,Movie,with stu,591.96,Expense,,591.96,INR,
11/21/2022 17:54,CUB - online payment,Transportation,Bus ticket,,1359.75,Expense,,1359.75,INR,
11/20/2022 17:19,CUB - online payment,Food,Breakfast,,184.95,Expense,,184.95,INR,
11/08/2022 10:07,CUB - online payment,Transportation,Taxi,,1487.27,Expense,,1487.27,INR,
11/23/2022 15:49,CUB - online payment,Food,Water,,19.51,Expense,,19.51,INR,
11/30/2022 11:30,CUB - online payment,Transportation,Train,,187.05,Expense,,187.05,INR,
11/14/2022 10:17,CUB - online payment,Food,Breakfast,with bharath,113.99,Expense,,113.99,INR,
11/12/2022 19:26,CUB - online payment,Social Life,Games,with company,1309.3,Expense,,1309.3,INR,
11/05/2022 22:17,CUB - online payment,Food,Breakfast,,121.66,Expense,,121.66,INR,
11/08/2022 17:01,CUB - online payment,Transportation,Auto,,214.64,Expense,,214.64,INR,
11/07/2022 18:27,CUB - online payment,Food,Pizza,,372.01,Expense,,372.01,INR,
11/27/2022 14:31,CUB - online payment,Social Life,Badminton,,1238.23,Expense,,1238.23,INR,
11/22/2022 17:48,CUB - online payment,Other,To vicky,with stu,189.47,Expense,,189.47,INR,
11/23/2022 20:29,CUB - online payment,Food,Parotta,,429.26,Expense,,429.26,INR,
11/29/2022 21:41,CUB - online payment,Food,Breakfast,with company,222.97,Expense,,222.97,INR,
11/10/2022 17:19,CUB - online payment,Transportation,Train,with company,375.1,Expense,,375.1,INR,
11/04/2022 17:15,CUB - online payment,Food,Milk with bharath,,134.14,Expense,,134.14,INR,
11/16/2022 11:11,CUB - online payment,Social Life,Badminton,with stu,724.49,Expense,,724.49,INR,
11/12/2022 13:16,CUB - online payment,Other,To gobi,,292.42,Expense,,292.42,INR,
11/04/2022 18:53,CUB - online payment,Food,Snacks,with stu,91.74,Expense,,91.74,INR,
11/22/2022 21:54,CUB - online payment,Food,Breakfast,,208.41,Expense,,208.41,INR,
11/07/2022 18:49,CUB - online payment,Food,Lunch,with stu,46.34,Expense,,46.34,INR,
11/08/2022 21:27,CUB - online payment,Social Life,Beer,,953.87,Expense,,953.87,INR,
11/06/2022 18:31,CUB - online payment,Food,Milk with bharath,with company,28.45,Expense,,28.45,INR,
11/10/2022 13:28,CUB - online payment,Food,Corn,with bharath,83.58,Expense,,83.58,INR,
11/03/2022 10:00,CUB - salary,Other,Salary,Monthly salary,30000.0,Income,,30000.0,INR,
12/04/2022 17:26,CUB - online payment,Food,Parotta,with gobi,392.37,Expense,,392.37,INR,
12/12/2022 14:12,CUB - online payment,Transportation,Metro,,1012.3,Expense,,1012.3,INR,
12/13/2022 08:39,CUB - online payment,Food,Lunch,,18.14,Expense,,18.14,INR,
12/16/2022 10:29,CUB - online payment,Food,Dinner,,57.34,Expense,,57.34,INR,
12/16/2022 11:30,CUB - online payment,Transportation,Train,,437.48,Expense,,437.48,INR,
12/16/2022 09:01,CUB - online payment,Transportation,Train,,287.6,Expense,,287.6,INR,
12/04/2022 13:02,CUB - online payment,Food,Lunch,,69.21,Expense,,69.21,INR,
12/06/2022 19:59,CUB - online payment,Social Life,Beer,,957.08,Expense,,957.08,INR,
12/18/2022 15:08,CUB - online payment,Food,Parotta,with gobi,94.49,Expense,,94.49,INR,
12/02/2022 10:57,CUB - online payment,Food,Snacks,,155.56,Expense,,155.56,INR,
12/03/2022 14:16,CUB - online payment,Food,Corn,with company,602.43,Expense,,602.43,INR,
12/17/2022 10:51,CUB - online payment,Other,To gobi,with stu,106.44,Expense,,106.44,INR,
12/30/2022 10:59,CUB - online payment,Transportation,Metro,with gobi,553.22,Expense,,553.22,INR,
12/15/2022 15:49,CUB - online payment,Food,Snacks,with stu,52.24,Expense,,52.24,INR,
12/19/2022 08:21,CUB - online payment,Other,To kumara,,43.55,Expense,,43.55,INR,
12/05/2022 15:31,CUB - online payment,Household,Rent,,4818.32,Expense,,4818.32,INR,
12/19/2022 11:27,CUB - online payment,Food,Parotta,,517.17,Expense,,517.17,INR,
12/21/2022 20:19,CUB - online payment,Food,Snacks,with bharath,200.88,Expense,,200.88,INR,
12/08/2022 18:12,CUB - online payment,Food,Water,,82.68,Expense,,82.68,INR,
12/12/2022 15:30,CUB - online payment,Other,To gobi,,278.63,Expense,,278.63,INR,
12/23/2022 11:33,CUB - online payment,Food,Kfc dinner,,17.61,Expense,,17.61,INR,
12/21/2022 13:23,CUB - online payment,Transportation,Auto,,1289.64,Expense,,1289.64,INR,
12/10/2022 21:19,CUB - online payment,Food,Milk with bharath,,342.24,Expense,,342.24,INR,
12/20/2022 19:31,CUB - online payment,Food,Snacks,,127.18,Expense,,127.18,INR,
12/14/2022 09:50,CUB - online payment,Apparel,Hoodie,,338.76,Expense,,338.76,INR,
12/20/2022 11:55,CUB - online payment,Food,Dinner,with stu,612.63,Expense,,612.63,INR,
12/01/2022 18:21,CUB - online payment,Transportation,Bus ticket,with gobi,488.83,Expense,,488.83,INR,
12/25/2022 17:10,CUB - online payment,Food,Lunch,,435.33,Expense,,435.33,INR,
12/09/2022 15:47,CUB - online payment,Food,Water,with stu,283.13,Expense,,283.13,INR,
12/10/2022 20:10,CUB - online payment,Food,Kfc dinner,,137.32,Expense,,137.32,INR,
12/17/2022 22:47,CUB - online payment,Food,Dinner,with gobi,295.8,Expense,,295.8,INR,
12/19/2022 20:38,CUB - online payment,Food,Dinner,,114.45,Expense,,114.45,INR,
12/17/2022 09:47,CUB - online payment,Food,Parotta,with company,251.17,Expense,,251.17,INR,
12/12/2022 09:51,CUB - online payment,Food,Lunch,with gobi,97.78,Expense,,97.78,INR,
12/30/2022 15:35,CUB - online payment,Apparel,Cap,with company,655.03,Expense,,655.03,INR,
12/28/2022 19:37,CUB - online payment,Food,Lunch,,67.79,Expense,,67.79,INR,
12/28/2022 13:01,CUB - online payment,Food,Parotta,with bharath,70.18,Expense,,70.18,INR,
12/21/2022 17:18,CUB - online payment,Food,Breakfast,,72.47,Expense,,72.47,INR,
12/26/2022 21:38,CUB - online payment,Transportation,Bus ticket,,292.73,Expense,,292.73,INR,
12/02/2022 13:52,CUB - online payment,Food,Water,,311.26,Expense,,311.26,INR,
12/16/2022 15:46,CUB - online payment,Transportation,Rapido,,803.96,Expense,,803.96,INR,
12/16/2022 12:21,CUB - online payment,Food,Parotta,,109.93,Expense,,109.93,INR,
12/06/2022 13:17,CUB - online payment,Food,Water,with gobi,30.09,Expense,,30.09,INR,
12/31/2022 11:07,CUB - online payment,Social Life,Badminton,with stu,751.52,Expense,,751.52,INR,
12/15/2022 08:19,CUB - online payment,Transportation,Auto,with bharath,1325.59,Expense,,1325.59,INR,
12/14/2022 13:37,CUB - online payment,Food,Dinner,with company,174.32,Expense,,174.32,INR,
12/29/2022 17:21,CUB - online payment,Food,Milk with bharath,with company,288.19,Expense,,288.19,INR,
12/18/2022 11:19,CUB - online payment,Food,Water,with bharath,58.2,Expense,,58.2,INR,
12/11/2022 18:33,CUB - online payment,Social Life,Games,with company,1456.55,Expense,,1456.55,INR,
12/11/2022 22:01,CUB - online payment,Other,From dad,,2000,Income,,2000,INR,
12/05/2022 17:20,CUB - online payment,Transportation,Auto,with gobi,1199.52,Expense,,1199.52,INR,
12/22/2022 10:56,CUB - online payment,Food,Kfc dinner,,393.81,Expense,,393.81,INR,
12/08/2022 15:29,CUB - online payment,Transportation,Auto,,1218.81,Expense,,1218.81,INR,
12/28/2022 14:36,CUB - online payment,Household,Stuffs,with bharath,276.22,Expense,,276.22,INR,
12/11/2022 11:27,CUB - online payment,Food,Dinner,,98.93,Expense,,98.93,INR,
12/25/2022 20:21,CUB - online payment,Food,Corn,,58.65,Expense,,58.65,INR,
12/04/2022 20:20,CUB - online payment,Transportation,Taxi,with gobi,1288.03,Expense,,1288.03,INR,
12/17/2022 19:28,CUB - online payment,Food,Pizza,with company,33.35,Expense,,33.35,INR,
12/22/2022 18:58,CUB - online payment,Food,Snacks,with company,597.25,Expense,,597.25,INR,
12/24/2022 15:40,CUB - online payment,Other,To kumara,with stu,92.15,Expense,,92.15,INR,
12/30/2022 08:24,CUB - online payment,Food,Lunch,,251.42,Expense,,251.42,INR,
12/03/2022 09:36,CUB - online payment,Food,Pizza,,158.22,Expense,,158.22,INR,
12/03/2022 18:45,CUB - online payment,Food,Pizza,with company,250.67,Expense,,250.67,INR,
12/24/2022 08:58,CUB - online payment,Food,Milk with bharath,,311.68,Expense,,311.68,INR,
12/08/2022 11:17,CUB - online payment,Other,From friend,,16.97,Income,,16.97,INR,
12/14/2022 21:13,CUB - online payment,Apparel,Earphone,,1302.66,Expense,,1302.66,INR,
12/19/2022 18:20,CUB - online payment,Food,Corn,,291.79,Expense,,291.79,INR,
12/09/2022 09:58,CUB - online payment,Food,Parotta,,38.28,Expense,,38.28,INR,
12/13/2022 18:17,CUB - online payment,Food,Lunch,,18.75,Expense,,18.75,INR,
12/13/2022 19:49,CUB - online payment,Food,Snacks,,268.5,Expense,,268.5,INR,
12/14/2022 08:11,CUB - online payment,Food,Parotta,,540.67,Expense,,540.67,INR,
12/11/2022 10:58,CUB - online payment,Social Life,Badminton,with gobi,256.68,Expense,,256.68,INR,
12/28/2022 17:27,CUB - online payment,Food,Pizza,,410.69,Expense,,410.69,INR,
12/25/2022 13:22,CUB - online payment,Food,Corn,with company,195.0,Expense,,195.0,INR,
12/25/2022 12:35,CUB - online payment,Food,Lunch,,80.63,Expense,,80.63,INR,
12/05/2022 12:35,CUB - online payment,Food,Dinner,,355.01,Expense,,355.01,INR,
12/09/2022 08:00,CUB - online payment,Social Life,Badminton,with bharath,1249.51,Expense,,1249.51,INR,
12/25/2022 13:47,CUB - online payment,Social Life,Movie,,976.93,Expense,,976.93,INR,
12/27/2022 09:08,CUB - online payment,Food,Kfc dinner,,92.85,Expense,,92.85,INR,
12/27/2022 14:34,CUB - online payment,Food,Kfc dinner,with gobi,223.84,Expense,,223.84,INR,
12/29/2022 21:41,CUB - online payment,Food,Water,,194.68,Expense,,194.68,INR,
12/29/2022 22:40,CUB - online payment,Transportation,Auto,with gobi,508.16,Expense,,508.16,INR,
12/02/2022 20:51,CUB - online payment,Food,Water,with stu,280.13,Expense,,280.13,INR,
12/06/2022 20:07,CUB - online payment,Food,Milk with bharath,with bharath,58.39,Expense,,58.39,INR,
12/20/2022 22:35,CUB - online payment,Food,Water,with stu,152.91,Expense,,152.91,INR,
12/06/2022 14:16,CUB - online payment,Food,Milk with bharath,with gobi,582.69,Expense,,582.69,INR,
12/16/2022 15:55,CUB - online payment,Transportation,Train,,875.98,Expense,,875.98,INR,
12/29/2022 21:32,CUB - online payment,Food,Water,,58.14,Expense,,58.14,INR,
12/18/2022 12:24,CUB - online payment,Social Life,Beer,with bharath,614.54,Expense,,614.54,INR,
12/25/2022 12:44,CUB - online payment,Food,Pizza,with company,243.04,Expense,,243.04,INR,
12/04/2022 10:43,CUB - online payment,Food,Milk with bharath,,21.8,Expense,,21.8,INR,
12/28/2022 18:49,CUB - online payment,Other,From friend,with gobi,221.28,Income,,221.28,INR,
12/10/2022 22:59,CUB - online payment,Transportation,Taxi,with stu,55.18,Expense,,55.18,INR,
12/04/2022 09:59,CUB - online payment,Social Life,Games,with gobi,870.18,Expense,,870.18,INR,
12/08/2022 09:42,CUB - online payment,Other,To gobi,with bharath,40.21,Expense,,40.21,INR,
12/18/2022 18:57,CUB - online payment,Food,Lunch,with bharath,70.2,Expense,,70.2,INR,
12/27/2022 09:30,CUB - online payment,Food,Kfc dinner,with stu,170.28,Expense,,170.28,INR,
12/17/2022 17:50,CUB - online payment,Social Life,Badminton,with bharath,647.11,Expense,,647.11,INR,
12/22/2022 14:12,CUB - online payment,Food,Kfc dinner,with stu,322.21,Expense,,322.21,INR,
12/26/2022 09:01,CUB - online payment,Food,Lunch,,170.19,Expense,,170.19,INR,
12/05/2022 14:56,CUB - online payment,Food,Lunch,with stu,161.88,Expense,,161.88,INR,
12/14/2022 17:15,CUB - online payment,Food,Lunch,,71.63,Expense,,71.63,INR,
12/23/2022 12:36,CUB - online payment,Food,Breakfast,with gobi,84.4,Expense,,84.4,INR,
12/02/2022 10:56,CUB - online payment,Other,From friend,with stu,48.34,Income,,48.34,INR,
12/08/2022 18:46,CUB - online payment,Food,Milk with bharath,,251.45,Expense,,251.45,INR,
12/09/2022 11:38,CUB - online payment,Food,Snacks,with stu,28.87,Expense,,28.87,INR,
12/06/2022 20:40,CUB - online payment,Food,Water,with gobi,133.77,Expense,,133.77,INR,
12/17/2022 22:17,CUB - online payment,Food,Corn,with bharath,370.84,Expense,,370.84,INR,
12/12/2022 17:19,CUB - online payment,Food,Snacks,,63.95,Expense,,63.95,INR,
12/26/2022 15:32,CUB - online payment,Food,Parotta,,640.15,Expense,,640.15,INR,
12/30/2022 18:13,CUB - online payment,Food,Breakfast,with stu,502.77,Expense,,502.77,INR,
12/23/2022 10:18,CUB - online payment,Food,Breakfast,,11.55,Expense,,11.55,INR,
12/12/2022 17:42,CUB - online payment,Food,Breakfast,with company,81.33,Expense,,81.33,INR,
12/07/2022 15:38,CUB - online payment,Food,Breakfast,with gobi,156.25,Expense,,156.25,INR,
12/19/2022 12:54,CUB - online payment,Food,Lunch,with gobi,277.49,Expense,,277.49,INR,
12/31/2022 11:10,CUB - online payment,Food,Kfc dinner,with stu,215.02,Expense,,215.02,INR,
12/01/2022 13:08,CUB - online payment,Transportation,Rapido,,763.95,Expense,,763.95,INR,
12/13/2022 13:09,CUB - online payment,Other,To vicky,with gobi,127.8,Expense,,127.8,INR,
12/02/2022 17:17,CUB - online payment,Social Life,Movie,,1286.35,Expense,,1286.35,INR,
12/04/2022 17:29,CUB - online payment,Food,Breakfast,,617.99,Expense,,617.99,INR,
12/04/2022 10:00,CUB - salary,Other,Salary,Monthly salary,30000.0,Income,,30000.0,INR,
01/14/2023 09:30,CUB - online payment,Food,Milk with bharath,,13.28,Expense,,13.28,INR,
01/13/2023 09:21,CUB - online payment,Food,Kfc dinner,with bharath,46.53,Expense,,46.53,INR,
01/22/2023 10:13,CUB - online payment,Food,Kfc dinner,,41.58,Expense,,41.58,INR,
01/09/2023 15:51,CUB - online payment,Food,Snacks,,684.5,Expense,,684.5,INR,
01/26/2023 18:12,CUB - online payment,Transportation,Rapido,,718.61,Expense,,718.61,INR,
01/14/2023 10:40,CUB - online payment,Food,Milk with bharath,,281.26,Expense,,281.26,INR,
01/18/2023 08:08,CUB - online payment,Food,Breakfast,with bharath,55.13,Expense,,55.13,INR,
01/03/2023 20:39,CUB - online payment,Food,Snacks,with stu,33.68,Expense,,33.68,INR,
01/10/2023 20:47,CUB - online payment,Other,To kumara,with bharath,214.03,Expense,,214.03,INR,
01/16/2023 18:59,CUB - online payment,Transportation,Auto,,400.11,Expense,,400.11,INR,
01/20/2023 21:06,CUB - online payment,Other,From stu,with stu,41.46,Income,,41.46,INR,
01/25/2023 09:31,CUB - online payment,Food,Milk with bharath,,638.61,Expense,,638.61,INR,
01/13/2023 11:28,CUB - online payment,Food,Milk with bharath,,90.36,Expense,,90.36,INR,
01/20/2023 21:19,CUB - online payment,Transportation,Bus ticket,,444.4,Expense,,444.4,INR,
01/11/2023 22:52,CUB - online payment,Food,Water,,14.79,Expense,,14.79,INR,
01/10/2023 22:38,CUB - online payment,Transportation,Bus ticket,with bharath,555.23,Expense,,555.23,INR,
01/12/2023 10:44,CUB - online payment,Food,Snacks,with bharath,30.16,Expense,,30.16,INR,
01/06/2023 17:10,CUB - online payment,Food,Water,with bharath,414.67,Expense,,414.67,INR,
01/15/2023 12:17,CUB - online payment,Social Life,Badminton,,1051.96,Expense,,1051.96,INR,
01/08/2023 19:27,CUB - online payment,Food,Milk with bharath,,14.56,Expense,,14.56,INR,
01/10/2023 20:11,CUB - online payment,Transportation,Train,,888.63,Expense,,888.63,INR,
01/15/2023 17:32,CUB - online payment,Food,Kfc dinner,with bharath,85.49,Expense,,85.49,INR,
01/08/2023 12:41,CUB - online payment,Other,From dad,with bharath,2000,Income,,2000,INR,
01/25/2023 10:45,CUB - online payment,Food,Snacks,,26.63,Expense,,26.63,INR,
01/03/2023 19:22,CUB - online payment,Apparel,Hoodie,,794.42,Expense,,794.42,INR,
01/18/2023 21:16,CUB - online payment,Transportation,Rapido,,663.63,Expense,,663.63,INR,
01/01/2023 15:33,CUB - online payment,Food,Snacks,,270.3,Expense,,270.3,INR,
01/17/2023 11:11,CUB - online payment,Transportation,Auto,with gobi,1205.71,Expense,,1205.71,INR,
01/04/2023 17:18,CUB - online payment,Apparel,Shoes,with company,681.94,Expense,,681.94,INR,
01/02/2023 17:42,CUB - online payment,Food,Parotta,with gobi,463.06,Expense,,463.06,INR,
01/15/2023 19:21,CUB - online payment,Food,Water,,45.24,Expense,,45.24,INR,
01/11/2023 09:21,CUB - online payment,Transportation,Bus ticket,with company,871.39,Expense,,871.39,INR,
01/01/2023 20:06,CUB - online payment,Food,Parotta,with gobi,544.82,Expense,,544.82,INR,
01/17/2023 12:08,CUB - online payment,Other,To barath,,243.38,Expense,,243.38,INR,
01/02/2023 09:34,CUB - online payment,Transportation,Metro,,383.81,Expense,,383.81,INR,
01/11/2023 19:20,CUB - online payment,Food,Dinner,,200.0,Expense,,200.0,INR,
01/10/2023 19:06,CUB - online payment,Other,To siva,,60.19,Expense,,60.19,INR,
01/15/2023 15:24,CUB - online payment,Food,Dinner,with bharath,150.36,Expense,,150.36,INR,
01/23/2023 14:29,CUB - online payment,Food,Kfc dinner,with company,137.22,Expense,,137.22,INR,
01/27/2023 17:22,CUB - online payment,Food,Snacks,with gobi,368.13,Expense,,368.13,INR,
01/13/2023 15:34,CUB - online payment,Food,Lunch,with stu,512.93,Expense,,512.93,INR,
01/11/2023 14:53,CUB - online payment,Food,Milk with bharath,with bharath,91.55,Expense,,91.55,INR,
01/01/2023 10:56,CUB - online payment,Transportation,Metro,,979.17,Expense,,979.17,INR,
01/30/2023 08:10,CUB - online payment,Food,Water,with bharath,72.35,Expense,,72.35,INR,
01/17/2023 21:03,CUB - online payment,Food,Dinner,,259.97,Expense,,259.97,INR,
01/29/2023 12:23,CUB - online payment,Food,Parotta,with stu,54.94,Expense,,54.94,INR,
01/27/2023 14:33,CUB - online payment,Food,Water,with stu,261.64,Expense,,261.64,INR,
01/30/2023 20:49,CUB - online payment,Other,To gobi,with gobi,49.68,Expense,,49.68,INR,
01/26/2023 11:56,CUB - online payment,Other,From dad,,10000,Income,,10000,INR,
01/28/2023 11:25,CUB - online payment,Food,Kfc dinner,with gobi,91.65,Expense,,91.65,INR,
01/28/2023 10:43,CUB - online payment,Transportation,Train,with gobi,1461.32,Expense,,1461.32,INR,
01/11/2023 08:53,CUB - online payment,Food,Water,with stu,110.32,Expense,,110.32,INR,
01/05/2023 08:43,CUB - online payment,Food,Milk with bharath,with stu,514.37,Expense,,514.37,INR,
01/24/2023 11:10,CUB - online payment,Social Life,Movie,with company,446.72,Expense,,446.72,INR,
01/13/2023 09:25,CUB - online payment,Other,To kumara,,271.98,Expense,,271.98,INR,
01/15/2023 10:10,CUB - online payment,Other,From dad,,500,Income,,500,INR,
01/23/2023 12:15,CUB - online payment,Food,Milk with bharath,,146.8,Expense,,146.8,INR,
01/23/2023 09:48,CUB - online payment,Food,Corn,,489.25,Expense,,489.25,INR,
01/23/2023 11:11,CUB - online payment,Food,Kfc dinner,,210.38,Expense,,210.38,INR,
01/16/2023 21:49,CUB - online payment,Food,Dinner,,575.82,Expense,,575.82,INR,
01/10/2023 20:28,CUB - online payment,Household,Mirror,with gobi,34.08,Expense,,34.08,INR,
01/05/2023 17:12,CUB - online payment,Household,Stuffs,with stu,142.96,Expense,,142.96,INR,
01/15/2023 17:07,CUB - online payment,Food,Milk with bharath,,69.24,Expense,,69.24,INR,
01/28/2023 14:47,CUB - online payment,Social Life,Badminton,with bharath,652.34,Expense,,652.34,INR,
01/09/2023 18:27,CUB - online payment,Food,Lunch,with bharath,640.85,Expense,,640.85,INR,
01/16/2023 22:20,CUB - online payment,Transportation,Bus ticket,,309.42,Expense,,309.42,INR,
01/31/2023 09:05,CUB - online payment,Food,Milk with bharath,,598.56,Expense,,598.56,INR,
01/10/2023 13:45,CUB - online payment,Food,Lunch,,187.88,Expense,,187.88,INR,
01/12/2023 21:23,CUB - online payment,Food,Kfc dinner,,203.95,Expense,,203.95,INR,
01/20/2023 08:06,CUB - online payment,Food,Snacks,,47.55,Expense,,47.55,INR,
01/14/2023 22:34,CUB - online payment,Food,Parotta,,48.92,Expense,,48.92,INR,
01/29/2023 10:24,CUB - online payment,Social Life,Games,with company,488.02,Expense,,488.02,INR,
01/13/2023 19:15,CUB - online payment,Other,To gobi,with company,20.96,Expense,,20.96,INR,
01/09/2023 10:43,CUB - online payment,Food,Dinner,,658.01,Expense,,658.01,INR,
01/12/2023 21:12,CUB - online payment,Food,Lunch,with stu,332.86,Expense,,332.86,INR,
01/14/2023 14:50,CUB - online payment,Food,Kfc dinner,,474.54,Expense,,474.54,INR,
01/30/2023 18:04,CUB - online payment,Food,Lunch,,419.23,Expense,,419.23,INR,
01/22/2023 21:53,CUB - online payment,Food,Snacks,with gobi,126.45,Expense,,126.45,INR,
01/22/2023 20:54,CUB - online payment,Transportation,Bus ticket,,449.57,Expense,,449.57,INR,
01/02/2023 09:04,CUB - online payment,Transportation,Bus ticket,,1349.96,Expense,,1349.96,INR,
01/07/2023 11:27,CUB - online payment,Food,Kfc dinner,with stu,230.59,Expense,,230.59,INR,
01/16/2023 15:54,CUB - online payment,Food,Dinner,,65.47,Expense,,65.47,INR,
01/06/2023 18:30,CUB - online payment,Food,Snacks,,220.13,Expense,,220.13,INR,
01/07/2023 19:02,CUB - online payment,Food,Corn,,589.96,Expense,,589.96,INR,
01/05/2023 09:23,CUB - online payment,Transportation,Auto,,261.47,Expense,,261.47,INR,
01/04/2023 17:05,CUB - online payment,Food,Milk with bharath,,36.45,Expense,,36.45,INR,
01/04/2023 22:42,CUB - online payment,Transportation,Metro,with bharath,1584.26,Expense,,1584.26,INR,
01/03/2023 17:05,CUB - online payment,Food,Kfc dinner,,438.95,Expense,,438.95,INR,
01/03/2023 20:10,CUB - online payment,Food,Water,with stu,242.04,Expense,,242.04,INR,
01/01/2023 17:46,CUB - online payment,Transportation,Bus ticket,,346.17,Expense,,346.17,INR,
01/27/2023 12:06,CUB - online payment,Transportation,Metro,,190.87,Expense,,190.87,INR,
01/17/2023 13:16,CUB - online payment,Food,Pizza,,551.86,Expense,,551.86,INR,
01/25/2023 10:00,CUB - online payment,Food,Breakfast,,142.84,Expense,,142.84,INR,
01/09/2023 15:31,CUB - online payment,Food,Corn,,233.4,Expense,,233.4,INR,
01/01/2023 18:55,CUB - online payment,Food,Water,with stu,319.58,Expense,,319.58,INR,
01/20/2023 20:41,CUB - online payment,Other,To siva,with company,69.9,Expense,,69.9,INR,
01/07/2023 19:34,CUB - online payment,Food,Water,,93.53,Expense,,93.53,INR,
01/31/2023 17:15,CUB - online payment,Food,Water,with stu,61.53,Expense,,61.53,INR,
01/19/2023 08:53,CUB - online payment,Food,Lunch,,51.18,Expense,,51.18,INR,
01/24/2023 20:08,CUB - online payment,Other,From friend,with gobi,364.18,Income,,364.18,INR,
01/08/2023 17:40,CUB - online payment,Transportation,Auto,,1495.49,Expense,,1495.49,INR,
01/14/2023 14:56,CUB - online payment,Food,Snacks,with stu,69.72,Expense,,69.72,INR,
01/14/2023 20:52,CUB - online payment,Social Life,Games,,236.48,Expense,,236.48,INR,
01/31/2023 14:26,CUB - online payment,Transportation,Bus ticket,with gobi,1016.15,Expense,,1016.15,INR,
01/13/2023 08:02,CUB - online payment,Other,To vicky,with stu,221.38,Expense,,221.38,INR,
01/28/2023 09:14,CUB - online payment,Food,Parotta,with stu,73.92,Expense,,73.92,INR,
01/20/2023 19:27,CUB - online payment,Transportation,Bus ticket,,906.3,Expense,,906.3,INR,
01/18/2023 12:31,CUB - online payment,Social Life,Badminton,,1585.8,Expense,,1585.8,INR,
01/29/2023 17:07,CUB - online payment,Transportation,Rapido,,965.67,Expense,,965.67,INR,
01/26/2023 22:24,CUB - online payment,Transportation,Taxi,with stu,1306.73,Expense,,1306.73,INR,
01/28/2023 18:17,CUB - online payment,Food,Breakfast,,69.04,Expense,,69.04,INR,
01/25/2023 22:24,CUB - online payment,Food,Lunch,with stu,473.0,Expense,,473.0,INR,
01/01/2023 19:48,CUB - online payment,Food,Parotta,,152.67,Expense,,152.67,INR,
01/21/2023 13:16,CUB - online payment,Food,Water,with stu,326.35,Expense,,326.35,INR,
01/23/2023 14:08,CUB - online payment,Food,Snacks,,71.92,Expense,,71.92,INR,
01/31/2023 14:58,CUB - online payment,Food,Corn,,265.67,Expense,,265.67,INR,
01/02/2023 21:03,CUB - online payment,Food,Breakfast,,398.16,Expense,,398.16,INR,
01/22/2023 10:30,CUB - online payment,Food,Pizza,,50.99,Expense,,50.99,INR,
01/08/2023 10:05,CUB - online payment,Food,Corn,with bharath,23.21,Expense,,23.21,INR,
01/11/2023 14:39,CUB - online payment,Food,Parotta,with gobi,627.87,Expense,,627.87,INR,
01/04/2023 10:00,CUB - salary,Other,Salary,Monthly salary,30000.0,Income,,30000.0,INR,
02/04/2023 20:58,CUB - online payment,Food,Kfc dinner,with company,189.13,Expense,,189.13,INR,
02/22/2023 22:12,CUB - online payment,Transportation,Auto,with gobi,1119.22,Expense,,1119.22,INR,
02/12/2023 20:51,CUB - online payment,Food,Water,with gobi,83.26,Expense,,83.26,INR,
02/24/2023 21:00,CUB - online payment,Food,Breakfast,with bharath,30.37,Expense,,30.37,INR,
02/24/2023 20:43,CUB - online payment,Food,Corn,with bharath,60.69,Expense,,60.69,INR,
02/07/2023 08:50,CUB - online payment,Food,Parotta,with gobi,191.12,Expense,,191.12,INR,
02/21/2023 08:08,CUB - online payment,Transportation,Metro,,89.23,Expense,,89.23,INR,
02/25/2023 11:32,CUB - online payment,Food,Corn,,42.05,Expense,,42.05,INR,
02/02/2023 12:37,CUB - online payment,Food,Water,with gobi,114.25,Expense,,114.25,INR,
02/13/2023 09:46,CUB - online payment,Food,Breakfast,,145.79,Expense,,145.79,INR,
02/23/2023 14:15,CUB - online payment,Food,Snacks,with stu,103.51,Expense,,103.51,INR,
02/15/2023 11:12,CUB - online payment,Food,Snacks,with stu,164.36,Expense,,164.36,INR,
02/24/2023 10:54,CUB - online payment,Food,Dinner,,286.12,Expense,,286.12,INR,
02/04/2023 14:57,CUB - online payment,Food,Dinner,with bharath,281.84,Expense,,281.84,INR,
02/17/2023 10:37,CUB - online payment,Food,Water,,55.2,Expense,,55.2,INR,
02/06/2023 10:47,CUB - online payment,Social Life,Beer,with company,1377.87,Expense,,1377.87,INR,
02/26/2023 22:39,CUB - online payment,Food,Water,,91.74,Expense,,91.74,INR,
02/12/2023 18:17,CUB - online payment,Food,Pizza,,125.02,Expense,,125.02,INR,
02/26/2023 13:32,CUB - online payment,Food,Breakfast,with company,254.64,Expense,,254.64,INR,
02/26/2023 11:53,CUB - online payment,Food,Milk with bharath,with stu,89.65,Expense,,89.65,INR,
02/05/2023 19:29,CUB - online payment,Food,Milk with bharath,,228.83,Expense,,228.83,INR,
02/18/2023 22:06,CUB - online payment,Food,Pizza,with stu,60.89,Expense,,60.89,INR,
02/08/2023 13:33,CUB - online payment,Household,Rent,with bharath,4639.29,Expense,,4639.29,INR,
02/28/2023 10:12,CUB - online payment,Food,Corn,with company,16.83,Expense,,16.83,INR,
02/15/2023 15:36,CUB - online payment,Transportation,Taxi,,914.87,Expense,,914.87,INR,
